AERONET Version 3; 
Cuiaba
Version 3: AOD Level 2.0
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.
Contact: PI=Brent_Holben; PI Email=Brent.N.Holben@nasa.gov
"Daily Averages,UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html"
"AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)"
"NCU_Taiwan,16:05:1998,12:00:00,136,-999.,0.232664,0.303747,-999.,-999.,0.449440,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.775913,-999.,-999.,-999.,-999.,4.370313,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.355678,-999.,1.301187,-999.,-999.,1.301187,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,10,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,21:05:1998,12:00:00,141,-999.,0.052409,0.049311,-999.,-999.,0.074433,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.118431,-999.,-999.,-999.,-999.,5.120468,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.248686,-999.,1.083984,-999.,-999.,1.083984,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,10,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,22:05:1998,12:00:00,142,-999.,0.101495,0.107488,-999.,-999.,0.129857,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.199025,-999.,-999.,-999.,-999.,3.634388,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.905359,-999.,1.006469,-999.,-999.,1.006469,0,11,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,12,0,12,0,0,12,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,23:05:1998,12:00:00,143,-999.,0.260479,0.375606,-999.,-999.,0.516837,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.812075,-999.,-999.,-999.,-999.,3.774386,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.158936,-999.,1.102393,-999.,-999.,1.102393,0,11,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,12,0,12,0,0,12,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,01:06:1998,12:00:00,152,-999.,0.397421,0.476846,-999.,-999.,0.678751,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.024661,-999.,-999.,-999.,-999.,6.376838,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.098502,-999.,0.971506,-999.,-999.,0.971506,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,27:06:1998,12:00:00,178,-999.,0.131657,0.149824,-999.,-999.,0.218512,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.410805,-999.,-999.,-999.,-999.,5.143259,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.511212,-999.,1.518102,-999.,-999.,1.518102,0,21,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,0,21,0,21,0,0,21,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,01:07:1998,12:00:00,182,-999.,0.091849,0.111125,-999.,-999.,0.201376,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.427763,-999.,-999.,-999.,-999.,4.743481,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.034110,-999.,1.782355,-999.,-999.,1.782355,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,10,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,02:07:1998,12:00:00,183,-999.,0.031366,0.032884,-999.,-999.,0.080489,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.205883,-999.,-999.,-999.,-999.,4.503386,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.880783,-999.,2.254813,-999.,-999.,2.254813,0,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,11,0,11,0,0,11,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,10:07:1998,12:00:00,191,-999.,0.101883,0.113110,-999.,-999.,0.172334,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.281591,-999.,-999.,-999.,-999.,4.718062,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.145518,-999.,1.029367,-999.,-999.,1.029367,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,5,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,14:07:1998,12:00:00,195,-999.,0.067545,0.058627,-999.,-999.,0.071110,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.094402,-999.,-999.,-999.,-999.,4.824241,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.863127,-999.,0.789061,-999.,-999.,0.789061,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,20,0,20,0,0,20,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,15:07:1998,12:00:00,196,-999.,0.031540,0.027333,-999.,-999.,0.051153,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.104625,-999.,-999.,-999.,-999.,4.497689,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.091120,-999.,1.685667,-999.,-999.,1.685667,0,52,52,0,0,52,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,52,0,0,0,0,0,0,0,52,0,49,0,0,49,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,16:07:1998,12:00:00,197,-999.,0.120554,0.136383,-999.,-999.,0.181942,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.313810,-999.,-999.,-999.,-999.,4.108813,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.228517,-999.,1.271391,-999.,-999.,1.271391,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,17:07:1998,12:00:00,198,-999.,0.084452,0.087477,-999.,-999.,0.127512,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.219510,-999.,-999.,-999.,-999.,4.046449,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.412832,-999.,1.327952,-999.,-999.,1.327952,0,23,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,0,23,0,23,0,0,23,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,21:07:1998,12:00:00,202,-999.,0.032586,0.017122,-999.,-999.,0.037728,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.069237,-999.,-999.,-999.,-999.,3.392524,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.216112,-999.,1.470061,-999.,-999.,1.470061,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,0,6,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,22:07:1998,12:00:00,203,-999.,0.096650,0.085790,-999.,-999.,0.119724,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.201120,-999.,-999.,-999.,-999.,3.909217,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.282068,-999.,1.229943,-999.,-999.,1.229943,0,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,7,0,7,0,0,7,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,30:07:1998,12:00:00,211,-999.,0.097289,0.110979,-999.,-999.,0.196326,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.397142,-999.,-999.,-999.,-999.,4.864131,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.859737,-999.,1.643416,-999.,-999.,1.643416,0,14,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,15,0,15,0,0,15,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,31:07:1998,12:00:00,212,-999.,0.150697,0.175490,-999.,-999.,0.261050,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.470483,-999.,-999.,-999.,-999.,4.950702,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.440796,-999.,1.375275,-999.,-999.,1.375275,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,01:08:1998,12:00:00,213,-999.,0.083024,0.082521,-999.,-999.,0.109683,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.191552,-999.,-999.,-999.,-999.,4.354199,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.432906,-999.,2.220501,-999.,-999.,2.220501,0,16,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,18,0,18,0,0,18,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,02:08:1998,12:00:00,214,-999.,0.310620,0.418157,-999.,-999.,0.674678,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.970299,-999.,-999.,-999.,-999.,5.123236,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.784146,-999.,1.611676,-999.,-999.,1.611676,0,23,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,20,0,0,0,0,0,0,0,23,0,17,0,0,17,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,06:08:1998,12:00:00,218,-999.,0.067813,0.073693,-999.,-999.,0.137492,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.299293,-999.,-999.,-999.,-999.,5.473308,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.077308,-999.,1.836379,-999.,-999.,1.836379,0,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,0,6,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,07:08:1998,12:00:00,219,-999.,0.096583,0.112612,-999.,-999.,0.191813,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.352232,-999.,-999.,-999.,-999.,5.371972,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.201114,-999.,1.785524,-999.,-999.,1.785524,0,10,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,11,0,11,0,0,11,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,09:08:1998,12:00:00,221,-999.,0.115126,0.155217,-999.,-999.,0.286947,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.567063,-999.,-999.,-999.,-999.,4.650946,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.873826,-999.,1.589293,-999.,-999.,1.589293,0,31,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,0,32,0,32,0,0,32,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,10:08:1998,12:00:00,222,-999.,0.480886,0.596687,-999.,-999.,0.906061,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.433309,-999.,-999.,-999.,-999.,4.917390,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.327058,-999.,1.132132,-999.,-999.,1.132132,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,5,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,11:08:1998,12:00:00,223,-999.,0.037917,0.039394,-999.,-999.,0.087938,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.217649,-999.,-999.,-999.,-999.,4.816121,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.747694,-999.,2.232994,-999.,-999.,2.232994,0,13,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,14,0,14,0,0,14,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,14:08:1998,12:00:00,226,-999.,0.049186,0.053968,-999.,-999.,0.095691,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.207679,-999.,-999.,-999.,-999.,4.902535,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.274904,-999.,2.065506,-999.,-999.,2.065506,0,13,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,13,0,13,0,0,13,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,15:08:1998,12:00:00,227,-999.,0.072143,0.086822,-999.,-999.,0.162663,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.360793,-999.,-999.,-999.,-999.,5.072795,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.393502,-999.,2.150107,-999.,-999.,2.150107,0,23,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,25,0,25,0,0,25,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,16:08:1998,12:00:00,228,-999.,0.061272,0.076210,-999.,-999.,0.149200,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.340310,-999.,-999.,-999.,-999.,5.049529,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.249689,-999.,1.970294,-999.,-999.,1.970294,0,14,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,14,0,14,0,0,14,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,17:08:1998,12:00:00,229,-999.,0.193058,0.220763,-999.,-999.,0.318865,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.563290,-999.,-999.,-999.,-999.,4.756108,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.820413,-999.,1.617854,-999.,-999.,1.617854,0,14,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,0,0,0,14,0,14,0,0,14,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,18:08:1998,12:00:00,230,-999.,0.141918,0.188522,-999.,-999.,0.341298,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.683316,-999.,-999.,-999.,-999.,4.678679,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.211781,-999.,1.859713,-999.,-999.,1.859713,0,18,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,18,0,18,0,0,18,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,19:08:1998,12:00:00,231,-999.,0.086854,0.112759,-999.,-999.,0.202106,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.417817,-999.,-999.,-999.,-999.,3.805250,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.879653,-999.,1.723586,-999.,-999.,1.723586,0,12,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,12,0,12,0,0,12,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,20:08:1998,12:00:00,232,-999.,0.088152,0.087948,-999.,-999.,0.099036,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.141755,-999.,-999.,-999.,-999.,3.811339,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.778030,-999.,0.879622,-999.,-999.,0.879622,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,0,0,10,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
"NCU_Taiwan,22:08:1998,12:00:00,234,-999.,0.367827,0.453253,-999.,-999.,0.636578,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.989335,-999.,-999.,-999.,-999.,5.151906,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.133490,-999.,1.028407,-999.,-999.,1.028407,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,lev20,105,NCU_Taiwan,24.967662,121.187508,171.000000"
